Season,Rank,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP (Per Game),PTS (Per Game),TRB (Per Game),AST (Per Game),STL (Per Game),BLK (Per Game)
2016-2017,60,Chinanu Onuaku,"Dec 26, '16, HOU vs. PHO",20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,.583,,1.000,12.3,3.0,2.3,0.7,0.5,0.2
2016-2017,61,Georgios Papagiannis,"Nov 5, '16, SAC @ MIL",19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,.514,.000,.857,12.2,4.1,3.2,0.7,0.2,0.6
2016-2017,62,Gary Payton II,"Apr 2, '17, MIL vs. DAL",24,9,232,3427,508,922,103,314,74,125,212,645,258,228,70,136,388,1193,.551,.328,.592,14.8,5.1,2.8,1.1,1.0,0.3
2016-2017,63,Marshall Plumlee,"Nov 20, '16, NYK vs. ATL",24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,.515,,.571,7.7,1.9,2.3,0.4,0.1,0.2
2016-2017,64,Jakob Poeltl,"Oct 26, '16, TOR vs. DET",21,9,563,12447,2154,3429,2,6,575,1046,1516,3888,993,343,718,665,1395,4885,.628,.333,.550,22.1,8.7,6.9,1.8,0.6,1.3
2016-2017,65,Alex Poythress,"Apr 2, '17, PHI @ TOR",23,3,52,566,76,161,19,53,26,39,47,122,24,10,13,18,77,197,.472,.358,.667,10.9,3.8,2.3,0.5,0.2,0.3
2016-2017,66,Taurean Prince,"Oct 27, '16, ATL vs. WAS",22,9,527,12900,1876,4405,888,2330,645,795,244,1908,894,420,214,749,1075,5285,.426,.381,.811,24.5,10.0,3.6,1.7,0.8,0.4
2016-2017,67,Tim Quarterman,"Nov 9, '16, POR @ LAC",22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,.438,.333,.400,4.9,1.8,0.9,0.6,0.1,0.2
2016-2017,68,Chasson Randle,"Jan 14, '17, PHI @ WAS",23,4,119,1919,223,556,106,294,127,159,23,172,210,58,10,108,197,679,.401,.361,.799,16.1,5.7,1.4,1.8,0.5,0.1
2016-2017,69,Malachi Richardson,"Oct 26, '16, SAC @ PHO",21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,.358,.301,.783,8.9,2.8,1.0,0.3,0.2,0.0
2016-2017,70,Domantas Sabonis,"Oct 26, '16, OKC @ PHI",20,9,600,18329,3735,6682,270,794,1834,2508,1563,6221,2884,466,281,1536,1872,9574,.559,.340,.731,30.5,16.0,10.4,4.8,0.8,0.5
2016-2017,71,Dario Šarić,"Oct 26, '16, PHI vs. OKC",22,8,487,11005,1817,4098,636,1764,821,979,673,2611,928,277,96,717,980,5091,.443,.361,.839,22.6,10.5,5.4,1.9,0.6,0.2
2016-2017,72,Tomáš Satoranský,"Oct 27, '16, WAS @ ATL",25,6,388,8617,997,2132,237,670,445,543,312,1117,1586,309,60,513,658,2676,.468,.354,.820,22.2,6.9,2.9,4.1,0.8,0.2
2016-2017,73,Wayne Selden,"Mar 14, '17, NOP vs. POR",22,4,127,2386,338,814,112,326,127,177,54,253,189,57,19,145,209,915,.415,.344,.718,18.8,7.2,2.0,1.5,0.4,0.1
2016-2017,74,Pascal Siakam,"Oct 26, '16, TOR vs. DET",22,9,577,17980,3917,7875,612,1824,1817,2368,869,3815,2090,523,339,1063,1582,10263,.497,.336,.767,31.2,17.8,6.6,3.6,0.9,0.6
2016-2017,75,Diamond Stone,"Oct 30, '16, LAC vs. UTA",19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,,1.000,3.4,1.4,0.9,0.0,0.0,0.1
2016-2017,76,Isaiah Taylor,"Apr 2, '17, HOU @ PHO",22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,.413,.244,.699,17.2,6.3,1.4,2.9,0.5,0.2
2016-2017,77,Mike Tobey,"Feb 15, '17, CHO @ TOR",22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,.250,,,12.5,1.0,1.5,0.5,0.0,0.0
2016-2017,78,Tyler Ulis,"Oct 26, '16, PHO vs. SAC",21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,.403,.280,.808,20.9,7.5,1.7,4.0,0.9,0.1
2016-2017,79,Jarrod Uthoff,"Mar 10, '17, DAL vs. BRK",23,2,16,168,23,56,6,18,7,9,10,28,9,3,4,3,10,59,.411,.333,.778,10.5,3.7,1.8,0.6,0.2,0.3
2016-2017,80,Denzel Valentine,"Oct 29, '16, CHI vs. IND",23,5,256,4817,680,1728,361,1004,74,94,101,857,466,159,31,228,412,1795,.394,.360,.787,18.8,7.0,3.3,1.8,0.6,0.1
2016-2017,81,Fred VanVleet,"Nov 9, '16, TOR @ OKC",22,9,514,15932,2606,6471,1284,3458,1231,1422,222,1766,2931,698,238,855,1124,7727,.403,.371,.866,31.0,15.0,3.4,5.7,1.4,0.5
2016-2017,82,Okaro White,"Jan 19, '17, MIA vs. DAL",24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,.381,.340,.880,12.7,2.7,2.2,0.5,0.3,0.3
2016-2017,83,Isaiah Whitehead,"Oct 26, '16, BRK @ BOS",21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,.411,.305,.788,20.5,7.2,2.4,2.4,0.6,0.4
2016-2017,84,Troy Williams,"Oct 29, '16, MEM @ NYK",22,3,72,1176,168,374,43,144,50,77,49,191,52,57,22,60,131,429,.449,.299,.649,16.3,6.0,2.7,0.7,0.8,0.3
2016-2017,85,Kyle Wiltjer,"Oct 28, '16, HOU @ DAL",24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500,3.1,0.9,0.7,0.1,0.2,0.1
2016-2017,86,Stephen Zimmerman,"Oct 28, '16, ORL @ DET",20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,.323,,.600,5.7,1.2,1.8,0.2,0.1,0.3
2016-2017,87,Paul Zipser,"Oct 29, '16, CHI vs. IND",22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,.371,.335,.769,17.0,4.7,2.6,0.8,0.4,0.3
2016-2017,88,Ivica Zubac,"Nov 2, '16, LAL @ ATL",19,9,530,11653,2036,3332,1,12,922,1270,1339,4049,642,177,511,630,1259,4995,.611,.083,.726,22.0,9.4,7.6,1.2,0.3,1.0
2017-2018,1,Bam Adebayo,"Oct 18, '17, MIA @ ORL",20,8,512,15479,3030,5598,45,170,1781,2363,1141,4513,1826,543,454,1100,1253,7886,.541,.265,.754,30.2,15.4,8.8,3.6,1.1,0.9
2017-2018,2,Jarrett Allen,"Oct 20, '17, BRK vs. ORL",19,8,512,14502,2603,4110,19,112,1315,1847,1463,4711,837,318,653,697,1017,6540,.633,.170,.712,28.3,12.8,9.2,1.6,0.6,1.3
2017-2018,3,Kadeem Allen,"Dec 11, '17, BOS @ CHI",25,3,47,640,90,207,22,63,56,74,14,71,109,24,8,43,68,258,.435,.349,.757,13.6,5.5,1.5,2.3,0.5,0.2
2017-2018,4,Ike Anigbogu,"Oct 20, '17, IND vs. POR",19,2,14,36,4,12,0,0,5,6,6,12,1,1,4,3,1,13,.333,,.833,2.6,0.9,0.9,0.1,0.1,0.3
2017-2018,5,OG Anunoby,"Oct 19, '17, TOR vs. CHI",20,8,443,13068,2056,4335,747,1993,576,768,479,1912,717,566,254,580,1065,5435,.474,.375,.750,29.5,12.3,4.3,1.6,1.3,0.6
2017-2018,6,Ryan Arcidiacono,"Oct 19, '17, CHI @ TOR",23,7,257,3938,358,851,181,491,134,166,53,452,487,122,7,135,359,1031,.421,.369,.807,15.3,4.0,1.8,1.9,0.5,0.0
2017-2018,7,Jamel Artis,"Dec 13, '17, ORL vs. LAC",25,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,.392,.276,.583,18.6,5.1,2.5,1.2,0.1,0.2
2017-2018,8,Dwayne Bacon,"Oct 18, '17, CHO @ DET",22,4,207,4012,571,1419,127,404,234,300,58,537,230,96,14,124,273,1503,.402,.314,.780,19.4,7.3,2.6,1.1,0.5,0.1
2017-2018,9,Lonzo Ball,"Oct 19, '17, LAL vs. LAC",20,6,261,8340,1133,2833,607,1668,171,292,264,1473,1594,401,167,643,556,3044,.400,.364,.586,32.0,11.7,5.6,6.1,1.5,0.6
2017-2018,10,Jordan Bell,"Oct 17, '17, GSW vs. HOU",23,5,161,1937,257,466,4,20,75,118,153,497,201,62,122,118,200,593,.552,.200,.636,12.0,3.7,3.1,1.2,0.4,0.8
2017-2018,11,Khem Birch,"Oct 21, '17, ORL @ CLE",25,6,282,4825,537,1032,14,70,314,450,544,1241,274,136,154,153,460,1402,.520,.200,.698,17.1,5.0,4.4,1.0,0.5,0.5
2017-2018,12,Jabari Bird,"Oct 20, '17, BOS @ PHI",23,1,13,115,15,26,3,7,6,13,6,19,8,3,1,8,7,39,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,0.1
2017-2018,13,Antonio Blakeney,"Oct 19, '17, CHI @ TOR",21,2,76,1143,219,539,51,143,80,115,11,139,62,19,10,46,60,569,.406,.357,.696,15.0,7.5,1.8,0.8,0.3,0.1
2017-2018,14,Bogdan Bogdanović,"Oct 23, '17, SAC @ PHO",25,8,461,13251,2444,5590,1155,3013,688,814,230,1560,1494,475,121,664,975,6731,.437,.383,.845,28.7,14.6,3.4,3.2,1.0,0.3
2017-2018,15,Chris Boucher,"Mar 14, '18, GSW vs. LAL",25,8,380,6767,1185,2442,325,990,644,828,668,1963,182,185,376,208,724,3339,.485,.328,.778,17.8,8.8,5.2,0.5,0.5,1.0
2017-2018,16,Tony Bradley,"Nov 5, '17, UTA @ HOU",20,6,179,1994,346,548,6,12,94,138,277,729,90,42,99,101,247,792,.631,.500,.681,11.1,4.4,4.1,0.5,0.2,0.6
2017-2018,17,Dillon Brooks,"Oct 18, '17, MEM vs. NOP",22,8,443,12930,2326,5571,761,2192,833,1038,339,1417,895,405,116,653,1472,6246,.418,.347,.803,29.2,14.1,3.2,2.0,0.9,0.3
2017-2018,18,Sterling Brown,"Oct 20, '17, MIL vs. CLE",22,6,268,4458,531,1267,248,683,121,152,154,891,268,140,47,177,379,1431,.419,.363,.796,16.6,5.3,3.3,1.0,0.5,0.2
2017-2018,19,Thomas Bryant,"Dec 23, '17, LAL vs. POR",20,8,277,5062,1024,1726,128,361,394,510,390,1483,277,88,202,206,466,2570,.593,.355,.773,18.3,9.3,5.4,1.0,0.3,0.7
2017-2018,20,Alex Caruso,"Oct 19, '17, LAL vs. LAC",23,8,380,8586,902,2065,379,1014,385,513,230,1092,1080,501,193,462,797,2568,.437,.374,.750,22.6,6.8,2.9,2.8,1.3,0.5
2017-2018,21,Tyler Cavanaugh,"Nov 5, '17, ATL @ CLE",23,2,50,557,70,162,33,94,19,23,48,135,28,9,4,15,64,192,.432,.351,.826,11.1,3.8,2.7,0.6,0.2,0.1
2017-2018,22,Gian Clavell,"Oct 20, '17, DAL vs. SAC",24,1,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,.333,.400,1.000,9.1,2.9,1.0,0.4,0.3,0.0
2017-2018,23,Antonius Cleveland,"Nov 17, '17, DAL vs. MIN",23,2,28,169,12,35,3,7,7,11,5,21,3,8,8,9,31,34,.343,.429,.636,6.0,1.2,0.8,0.1,0.3,0.3
2017-2018,24,John Collins,"Oct 18, '17, ATL @ DAL",20,8,455,13189,2811,5136,467,1283,1123,1419,1009,3667,678,275,458,675,1385,7212,.547,.364,.791,29.0,15.9,8.1,1.5,0.6,1.0
2017-2018,25,Zach Collins,"Oct 20, '17, POR @ IND",20,7,338,6501,1044,2181,221,658,437,577,487,1619,616,142,238,476,868,2746,.479,.336,.757,19.2,8.1,4.8,1.8,0.4,0.7
2017-2018,26,Kyle Collinsworth,"Dec 20, '17, DAL vs. DET",26,1,32,480,38,99,4,17,21,40,32,107,56,17,9,24,44,101,.384,.235,.525,15.0,3.2,3.3,1.8,0.5,0.3
2017-2018,27,Charles Cooke,"Oct 28, '17, NOP vs. CLE",23,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,.143,.125,.500,2.9,0.5,0.2,0.1,0.1,0.0
2017-2018,28,Matt Costello,"Nov 11, '17, SAS vs. CHI",24,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,.500,,,8.0,1.0,2.3,0.5,0.5,0.5
2017-2018,29,Torrey Craig,"Nov 28, '17, DEN @ UTA",27,8,438,8667,1002,2209,406,1148,210,298,552,1742,462,227,243,286,906,2620,.454,.354,.705,19.8,6.0,4.0,1.1,0.5,0.6
2017-2018,30,Tyler Dorsey,"Oct 20, '17, ATL @ CHO",21,3,107,1680,255,651,117,333,83,124,45,245,135,31,7,64,116,710,.392,.351,.669,15.7,6.6,2.3,1.3,0.3,0.1
2017-2018,31,Damyean Dotson,"Oct 19, '17, NYK @ OKC",23,5,213,4242,603,1446,253,733,135,190,58,532,315,109,20,151,255,1594,.417,.345,.711,19.9,7.5,2.5,1.5,0.5,0.1
2017-2018,32,Milton Doyle,"Dec 26, '17, BRK @ SAS",24,1,10,125,13,47,4,23,4,8,3,18,10,6,2,2,13,34,.277,.174,.500,12.5,3.4,1.8,1.0,0.6,0.2
2017-2018,33,PJ Dozier,"Feb 8, '18, OKC @ LAL",21,7,128,2003,270,670,85,273,75,116,67,337,204,65,35,93,177,700,.403,.311,.647,15.6,5.5,2.6,1.6,0.5,0.3
2017-2018,34,Jawun Evans,"Oct 30, '17, LAC vs. GSW",21,2,56,843,92,267,15,57,38,49,10,96,110,39,6,50,105,237,.345,.263,.776,15.1,4.2,1.7,2.0,0.7,0.1
2017-2018,35,Terrance Ferguson,"Oct 19, '17, OKC vs. NYK",19,4,204,4000,334,827,195,583,61,81,75,263,144,92,43,93,476,924,.404,.334,.753,19.6,4.5,1.3,0.7,0.5,0.2
2017-2018,36,De'Aaron Fox,"Oct 18, '17, SAC vs. HOU",20,8,495,16387,3923,8317,750,2249,2022,2734,307,1916,3029,709,203,1366,1285,10618,.472,.333,.740,33.1,21.5,3.9,6.1,1.4,0.4
2017-2018,37,Markelle Fultz,"Oct 18, '17, PHI @ WAS",19,7,234,5939,1096,2322,79,288,324,443,212,797,1084,276,68,436,452,2595,.472,.274,.731,25.4,11.1,3.4,4.6,1.2,0.3
2017-2018,38,Josh Gray,"Feb 2, '18, PHO vs. UTA",24,2,7,109,12,43,3,13,7,11,3,12,14,8,2,12,9,34,.279,.231,.636,15.6,4.9,1.7,2.0,1.1,0.3
2017-2018,39,Daniel Hamilton,"Nov 15, '17, OKC vs. CHI",22,2,25,232,28,71,10,28,3,6,10,52,30,7,1,18,21,69,.394,.357,.500,9.3,2.8,2.1,1.2,0.3,0.0
2017-2018,40,Shaquille Harrison,"Feb 23, '18, PHO vs. LAC",24,7,183,2780,364,837,52,185,178,248,73,445,301,178,65,120,269,958,.435,.281,.718,15.2,5.2,2.4,1.6,1.0,0.4
2017-2018,41,Josh Hart,"Oct 20, '17, LAL @ PHO",22,8,478,14156,1735,3713,603,1739,703,933,563,3177,1373,470,156,620,1101,4776,.467,.347,.753,29.6,10.0,6.6,2.9,1.0,0.3
2017-2018,42,Nigel Hayes,"Jan 21, '18, LAL vs. NYK",23,1,9,122,11,33,4,16,1,3,4,22,6,2,3,2,8,27,.333,.250,.333,13.6,3.0,2.4,0.7,0.2,0.3
2017-2018,43,Reggie Hearn,"Feb 5, '18, DET vs. POR",26,1,3,7,1,2,1,2,0,0,0,0,0,0,0,0,0,3,.500,.500,,2.3,1.0,0.0,0.0,0.0,0.0
2017-2018,44,Myke Henry,"Jan 20, '18, MEM @ NOP",25,1,20,378,41,109,19,58,6,10,10,38,22,31,6,19,28,107,.376,.328,.600,18.9,5.4,1.9,1.1,1.6,0.3
2017-2018,45,Isaiah Hicks,"Feb 8, '18, NYK @ TOR",23,2,21,272,37,80,2,9,16,23,12,48,18,3,7,17,50,92,.463,.222,.696,13.0,4.4,2.3,0.9,0.1,0.3
2017-2018,46,John Holland,"Apr 19, '16, BOS @ ATL",29,2,25,175,17,59,11,36,9,13,6,24,5,7,2,8,10,54,.288,.306,.692,7.0,2.2,1.0,0.2,0.3,0.1
2017-2018,47,Vince Hunter,"Dec 1, '17, MEM vs. SAS",23,1,4,7,3,5,0,0,0,0,2,3,0,0,1,1,0,6,.600,,,1.8,1.5,0.8,0.0,0.0,0.3
2017-2018,48,Andre Ingram,"Apr 10, '18, LAL vs. HOU",32,2,6,79,8,23,5,12,3,3,2,8,7,4,3,4,3,24,.348,.417,1.000,13.2,4.0,1.3,1.2,0.7,0.5
2017-2018,49,Jonathan Isaac,"Oct 18, '17, ORL vs. MIA",20,6,226,4905,691,1540,199,591,272,356,298,1144,187,220,310,191,374,1853,.449,.337,.764,21.7,8.2,5.1,0.8,1.0,1.4
2017-2018,50,Wes Iwundu,"Oct 21, '17, ORL @ CLE",23,5,226,3827,345,845,74,253,225,282,115,555,208,102,51,120,341,989,.408,.292,.798,16.9,4.4,2.5,0.9,0.5,0.2
2017-2018,51,Aaron Jackson,"Apr 11, '18, HOU @ SAC",31,1,1,35,3,9,1,4,1,2,2,3,1,0,0,1,4,8,.333,.250,.500,35.0,8.0,3.0,1.0,0.0,0.0
2017-2018,52,Josh Jackson,"Oct 18, '17, PHO vs. POR",20,5,291,6718,1222,2939,263,901,569,837,250,1159,534,251,169,536,733,3276,.416,.292,.680,23.1,11.3,4.0,1.8,0.9,0.6
2017-2018,53,Justin Jackson,"Oct 18, '17, SAC vs. HOU",22,7,280,4887,638,1508,236,739,164,206,117,654,285,94,43,118,291,1676,.423,.319,.796,17.5,6.0,2.3,1.0,0.3,0.2
2017-2018,54,Mike James,"Oct 18, '17, PHO vs. POR",27,2,49,923,157,413,37,129,85,111,16,122,180,34,8,69,58,436,.380,.287,.766,18.8,8.9,2.5,3.7,0.7,0.2
2017-2018,55,Dakari Johnson,"Oct 19, '17, OKC vs. NYK",22,1,31,161,22,39,0,0,11,20,16,34,8,6,8,3,27,55,.564,,.550,5.2,1.8,1.1,0.3,0.2,0.3
2017-2018,56,Omari Johnson,"Apr 6, '18, MEM vs. SAC",28,1,4,75,9,21,4,12,0,0,4,11,7,2,0,3,6,22,.429,.333,,18.8,5.5,2.8,1.8,0.5,0.0
2017-2018,57,Jalen Jones,"Oct 28, '17, NOP vs. CLE",24,2,32,395,52,130,20,54,31,46,24,72,11,14,3,15,49,155,.400,.370,.674,12.3,4.8,2.3,0.3,0.4,0.1
2017-2018,58,Luke Kennard,"Oct 20, '17, DET @ WAS",21,8,409,9563,1429,3149,811,1853,366,418,110,1152,871,207,53,387,565,4035,.454,.438,.876,23.4,9.9,2.8,2.1,0.5,0.1
2017-2018,59,Maxi Kleber,"Oct 21, '17, DAL @ HOU",26,8,420,9428,969,2179,479,1345,325,419,456,1881,473,172,368,284,868,2742,.445,.356,.776,22.4,6.5,4.5,1.1,0.4,0.9
2017-2018,60,Furkan Korkmaz,"Nov 11, '17, PHI @ GSW",20,7,328,5447,778,1917,405,1138,283,372,85,646,391,178,43,214,329,2244,.406,.356,.761,16.6,6.8,2.0,1.2,0.5,0.1
2017-2018,61,Luke Kornet,"Feb 8, '18, NYK @ TOR",22,8,299,4227,585,1149,148,458,176,216,327,921,293,95,247,112,336,1494,.509,.323,.815,14.1,5.0,3.1,1.0,0.3,0.8
2017-2018,62,Kyle Kuzma,"Oct 19, '17, LAL vs. LAC",22,8,488,15249,3209,7123,965,2872,1053,1438,503,3110,1317,273,265,1057,1026,8436,.451,.336,.732,31.2,17.3,6.4,2.7,0.6,0.5
2017-2018,63,T.J. Leaf,"Oct 18, '17, IND vs. BRK",20,4,146,1238,204,415,31,91,38,65,95,283,43,26,28,32,103,477,.492,.341,.585,8.5,3.3,1.9,0.3,0.2,0.2
2017-2018,64,Damion Lee,"Mar 13, '18, ATL vs. OKC",25,7,294,6080,832,1913,378,1004,357,406,139,987,415,191,28,241,472,2399,.435,.376,.879,20.7,8.2,3.4,1.4,0.6,0.1
2017-2018,65,Walt Lemon Jr.,"Feb 23, '18, NOP vs. MIA",25,2,11,202,45,103,3,6,10,14,4,29,35,11,2,14,19,103,.437,.500,.714,18.4,9.4,2.6,3.2,1.0,0.2
2017-2018,66,Tyler Lydon,"Nov 20, '17, DEN @ SAC",21,2,26,96,9,18,4,10,1,3,7,18,6,2,0,4,10,23,.500,.400,.333,3.7,0.9,0.7,0.2,0.1,0.0
2017-2018,67,Josh Magette,"Oct 18, '17, ATL @ DAL",28,2,26,254,20,61,9,26,9,10,3,25,62,11,2,14,20,58,.328,.346,.900,9.8,2.2,1.0,2.4,0.4,0.1
2017-2018,68,Lauri Markkanen,"Oct 19, '17, CHI @ TOR",20,8,422,13088,2638,5753,1053,2804,1333,1539,589,3042,631,293,207,586,798,7662,.459,.376,.866,31.0,18.2,7.2,1.5,0.7,0.5
2017-2018,69,Frank Mason III,"Oct 21, '17, SAC @ DEN",23,4,103,1616,247,624,53,176,148,196,44,204,272,55,15,117,124,695,.396,.301,.755,15.7,6.7,2.0,2.6,0.5,0.1
2017-2018,70,Mangok Mathiang,"Oct 25, '17, CHO vs. DEN",25,1,4,20,4,7,0,0,0,1,3,10,0,1,0,0,5,8,.571,,.000,5.0,2.0,2.5,0.0,0.3,0.0
2017-2018,71,Erik McCree,"Feb 5, '18, UTA @ NOP",24,1,4,8,0,2,0,1,0,0,0,1,0,1,0,1,0,0,.000,.000,,2.0,0.0,0.3,0.0,0.3,0.0
2017-2018,72,Trey McKinney-Jones,"Feb 23, '18, IND vs. ATL",27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0
2017-2018,73,Alfonzo McKinnie,"Oct 19, '17, TOR vs. CHI",25,5,182,2113,287,615,84,258,63,108,154,454,57,51,27,71,266,721,.467,.326,.583,11.6,4.0,2.5,0.3,0.3,0.1
2017-2018,74,Malcolm Miller,"Dec 20, '17, TOR @ CHO",24,3,53,355,36,83,26,64,10,16,7,36,15,7,5,10,33,108,.434,.406,.625,6.7,2.0,0.7,0.3,0.1,0.1
2017-2018,75,Donovan Mitchell,"Oct 18, '17, UTA vs. DEN",21,8,493,16811,4346,9662,1479,4016,2037,2421,392,2122,2287,683,164,1352,1216,12208,.450,.368,.841,34.1,24.8,4.3,4.6,1.4,0.3
2017-2018,76,Naz Mitrou-Long,"Dec 26, '17, UTA @ DEN",24,3,20,132,13,38,5,24,2,2,1,13,23,2,2,11,12,33,.342,.208,1.000,6.6,1.7,0.7,1.2,0.1,0.1
2017-2018,77,Malik Monk,"Oct 18, '17, CHO @ DET",19,8,477,10434,2015,4647,843,2369,752,891,166,1198,1385,271,145,709,748,5625,.434,.356,.844,21.9,11.8,2.5,2.9,0.6,0.3
2017-2018,78,Ben Moore,"Jan 24, '18, IND vs. PHO",22,1,2,9,0,0,0,0,0,0,0,1,1,0,0,0,4,0,,,,4.5,0.0,0.5,0.5,0.0,0.0
2017-2018,79,Jaylen Morris,"Feb 28, '18, ATL vs. IND",22,3,13,143,17,48,3,15,3,6,2,23,13,4,1,8,5,40,.354,.200,.500,11.0,3.1,1.8,1.0,0.3,0.1
2017-2018,80,Monte Morris,"Dec 12, '17, DEN @ DET",22,8,394,9466,1514,3180,453,1161,365,443,134,948,1468,291,73,294,415,3846,.476,.390,.824,24.0,9.8,2.4,3.7,0.7,0.2
2017-2018,81,Johnathan Motley,"Dec 14, '17, DAL @ GSW",22,3,46,373,90,163,2,10,44,75,35,110,26,11,5,30,51,226,.552,.200,.587,8.1,4.9,2.4,0.6,0.2,0.1
2017-2018,82,Abdel Nader,"Oct 18, '17, BOS vs. MIL",24,5,202,2583,333,778,125,350,135,188,52,376,110,76,55,133,245,926,.428,.357,.718,12.8,4.6,1.9,0.5,0.4,0.3
2017-2018,83,Frank Ntilikina,"Oct 19, '17, NYK @ OKC",19,7,321,5454,575,1558,206,643,179,235,98,563,693,210,66,330,602,1535,.369,.320,.762,17.0,4.8,1.8,2.2,0.7,0.2
2017-2018,84,Royce O'Neale,"Oct 21, '17, UTA vs. OKC",24,8,549,14503,1356,3169,809,2099,309,400,370,2668,1325,438,243,559,1311,3830,.428,.385,.773,26.4,7.0,4.9,2.4,0.8,0.4
2017-2018,85,Semi Ojeleye,"Oct 17, '17, BOS @ CLE",23,5,284,4111,331,862,189,549,124,173,145,613,126,76,19,93,300,975,.384,.344,.717,14.5,3.4,2.2,0.4,0.3,0.1
2017-2018,86,Cedi Osman,"Oct 20, '17, CLE @ MIL",22,7,476,10815,1605,3711,714,1998,503,707,216,1411,933,312,71,483,908,4427,.432,.357,.711,22.7,9.3,3.0,2.0,0.7,0.1
2017-2018,87,Marcus Paige,"Oct 25, '17, CHO vs. DEN",24,1,5,28,4,14,2,8,2,2,0,4,3,0,0,0,0,12,.286,.250,1.000,5.6,2.4,0.8,0.6,0.0,0.0
2017-2018,88,Justin Patton,"Apr 1, '18, MIN vs. UTA",20,4,22,296,36,89,10,40,4,6,17,60,19,15,14,6,44,86,.404,.250,.667,13.5,3.9,2.7,0.9,0.7,0.6
2017-2018,89,Brandon Paul,"Oct 18, '17, SAS vs. MIN",26,1,64,576,55,127,15,54,22,43,6,68,37,25,7,29,58,147,.433,.278,.512,9.0,2.3,1.1,0.6,0.4,0.1
2017-2018,90,London Perrantes,"Dec 12, '17, CLE vs. ATL",23,1,14,66,2,13,0,3,3,5,1,4,5,2,1,1,6,7,.154,.000,.600,4.7,0.5,0.3,0.4,0.1,0.1
2017-2018,91,Alec Peters,"Oct 18, '17, PHO vs. POR",22,1,20,225,28,74,18,58,8,10,8,37,12,2,2,4,13,82,.378,.310,.800,11.3,4.1,1.9,0.6,0.1,0.1
2017-2018,92,Jacob Pullen,"Nov 20, '17, PHI vs. UTA",28,1,3,6,1,2,0,1,0,0,0,0,0,0,0,1,0,2,.500,.000,,2.0,0.7,0.0,0.0,0.0,0.0
2017-2018,93,Rodney Purvis,"Mar 9, '18, ORL @ SAC",23,1,16,290,35,107,13,52,13,15,1,27,17,3,3,10,26,96,.327,.250,.867,18.1,6.0,1.7,1.1,0.2,0.2
2017-2018,94,Zhou Qi,"Oct 21, '17, HOU vs. DAL",22,2,19,125,7,33,2,19,8,12,6,22,2,2,14,10,14,24,.212,.105,.667,6.6,1.3,1.2,0.1,0.1,0.7
2017-2018,95,Ivan Rabb,"Oct 28, '17, MEM vs. HOU",20,2,85,1237,202,364,3,15,78,105,123,364,86,29,27,70,145,485,.555,.200,.743,14.6,5.7,4.3,1.0,0.3,0.3
2017-2018,96,Xavier Rathan-Mayes,"Mar 5, '18, MEM @ SAS",23,1,5,118,12,42,1,14,4,9,0,5,18,6,3,11,18,29,.286,.071,.444,23.6,5.8,1.0,3.6,1.2,0.6
2017-2018,97,Davon Reed,"Jan 14, '18, PHO vs. IND",22,4,122,1299,136,333,67,174,34,51,28,212,92,50,15,47,122,373,.408,.385,.667,10.6,3.1,1.7,0.8,0.4,0.1
2017-2018,98,Devin Robinson,"Apr 11, '18, WAS @ ORL",22,2,8,108,20,35,0,2,9,14,8,25,6,5,6,2,13,49,.571,.000,.643,13.5,6.1,3.1,0.8,0.6,0.8
2017-2018,99,Ben Simmons,"Oct 18, '17, PHI @ WAS",21,7,351,11237,2006,3574,5,36,844,1434,612,2705,2592,545,244,1095,1002,4861,.561,.139,.589,32.0,13.8,7.7,7.4,1.6,0.7
2017-2018,100,Kobi Simmons,"Nov 29, '17, MEM @ SAS",20,4,42,740,90,216,14,52,27,27,16,61,85,24,9,46,66,221,.417,.269,1.000,17.6,5.3,1.5,2.0,0.6,0.2
