season,rank,player,age,yrs,g,mp,fg,fga,3p,3pa,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg%,3p%,ft%,mp_(per_game),pts_(per_game),trb_(per_game),ast_(per_game),stl_(per_game),blk_(per_game),debut_date,debut_match
2014-2015,57,Nerlens Noel,20,9,467,10281,1375,2518,3,15,585,893,898,2835,501,588,683,593,1192,3338,0.546,0.2,0.655,22.0,7.1,6.1,1.1,1.3,1.5,2014-10-29, PHI @ IND
2014-2015,58,Lucas Nogueira,22,4,141,1754,182,288,9,34,73,114,120,388,72,89,144,75,221,446,0.632,0.265,0.64,12.4,3.2,2.8,0.5,0.6,1.0,2014-11-21, TOR vs. MIL
2014-2015,59,Jusuf Nurkić,20,11,556,13701,2624,5229,111,395,1334,2000,1420,4987,1374,512,626,1203,1776,6693,0.502,0.281,0.667,24.6,12.0,9.0,2.5,0.9,1.1,2014-10-29, DEN vs. DET
2014-2015,60,Johnny O'Bryant,21,4,147,1684,213,530,18,50,65,98,129,352,69,32,19,77,199,509,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.1,2014-12-17, MIL @ POR
2014-2015,61,Kostas Papanikolaou,24,2,69,1089,93,263,41,138,22,32,47,158,101,42,18,76,95,249,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.6,0.3,2014-10-28, HOU @ LAL
2014-2015,62,Jabari Parker,19,8,310,8535,1767,3579,212,651,634,853,449,1703,610,271,118,534,627,4380,0.494,0.326,0.743,27.5,14.1,5.5,2.0,0.9,0.4,2014-10-29, MIL @ CHO
2014-2015,63,Adreian Payne,23,4,107,1403,174,429,15,59,66,97,79,315,66,45,27,90,203,429,0.406,0.254,0.68,13.1,4.0,2.9,0.6,0.4,0.3,2014-12-26, ATL vs. MIL
2014-2015,64,Elfrid Payton,20,9,507,13527,2109,4712,190,663,675,1084,528,2031,2916,598,154,1104,1010,5083,0.448,0.287,0.623,26.7,10.0,4.0,5.8,1.2,0.3,2014-10-28, ORL @ NOP
2014-2015,65,Dwight Powell,23,11,669,12168,1728,2865,122,417,1095,1483,1056,2911,690,405,296,453,1485,4673,0.603,0.293,0.738,18.2,7.0,4.4,1.0,0.6,0.4,2014-11-14, BOS vs. CLE
2014-2015,66,Julius Randle,20,11,665,21308,4609,9790,782,2343,2720,3620,1307,6169,2483,458,271,1862,2039,12720,0.471,0.334,0.751,32.0,19.1,9.3,3.7,0.7,0.4,2014-10-28, LAL vs. HOU
2014-2015,67,Glenn Robinson III,21,7,304,5299,689,1508,193,518,233,299,204,776,238,149,58,155,281,1804,0.457,0.373,0.779,17.4,5.9,2.6,0.8,0.5,0.2,2014-11-14, MIN @ NOP
2014-2015,68,Damjan Rudež,28,3,146,1638,175,413,106,284,24,31,18,92,84,31,7,69,143,480,0.424,0.373,0.774,11.2,3.3,0.6,0.6,0.2,0.0,2014-10-29, IND vs. PHI
2014-2015,69,JaKarr Sampson,21,6,236,3549,483,1026,60,242,207,309,154,628,161,91,110,188,449,1233,0.471,0.248,0.67,15.0,5.2,2.7,0.7,0.4,0.5,2014-10-29, PHI @ IND
2014-2015,70,Marcus Smart,20,11,617,18390,2214,5712,979,3032,1172,1507,500,2150,2850,977,225,1177,1585,6579,0.388,0.323,0.778,29.8,10.7,3.5,4.6,1.6,0.4,2014-10-29, BOS vs. BRK
2014-2015,71,Russ Smith,23,2,27,131,15,47,3,16,20,26,2,15,19,8,1,19,18,53,0.319,0.188,0.769,4.9,2.0,0.6,0.7,0.3,0.0,2014-11-04,NOP vs. CHO
2014-2015,72,Nik Stauskas,21,6,343,6701,770,1981,400,1131,350,431,78,691,515,139,80,340,426,2290,0.389,0.354,0.812,19.5,6.7,2.0,1.5,0.4,0.2,2014-10-29, SAC vs. GSW
2014-2015,73,David Stockton,23,2,6,42,4,9,3,5,7,10,0,2,9,2,0,5,4,18,0.444,0.6,0.7,7.0,3.0,0.3,1.5,0.3,0.0,2015-02-21, SAC @ LAC
2014-2015,74,Jarnell Stokes,21,3,28,151,25,43,0,0,17,32,18,40,7,7,5,7,29,67,0.581,,0.531,5.4,2.4,1.4,0.3,0.3,0.2,2014-11-17, MEM vs. HOU
2014-2015,75,Noah Vonleh,19,8,362,5854,651,1417,93,303,290,419,488,1790,264,139,144,278,645,1685,0.459,0.307,0.692,16.2,4.7,4.9,0.7,0.4,0.4,2014-11-15, CHO @ GSW
2014-2015,76,T.J. Warren,21,9,385,10365,2274,4502,271,772,678,869,480,1515,446,353,181,365,867,5497,0.505,0.351,0.78,26.9,14.3,3.9,1.2,0.9,0.5,2014-11-09,PHO vs. GSW
2014-2015,77,David Wear,24,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,0.0,0.0,,3.5,0.0,1.0,0.5,0.0,0.0,2015-03-30, SAC @ MEM
2014-2015,78,Travis Wear,24,2,68,900,109,281,28,77,28,34,31,144,47,19,16,41,85,274,0.388,0.364,0.824,13.2,4.0,2.1,0.7,0.3,0.2,2014-10-29, NYK vs. CHI
2014-2015,79,Shayne Whittington,23,2,27,149,24,53,1,8,19,25,15,41,9,6,3,10,25,68,0.453,0.125,0.76,5.5,2.5,1.5,0.3,0.2,0.1,2014-11-08,IND vs. WAS
2014-2015,80,Andrew Wiggins,19,11,726,24617,5003,11126,1061,2974,2367,3272,939,3244,1643,701,482,1349,1588,13434,0.45,0.357,0.723,33.9,18.5,4.5,2.3,1.0,0.7,2014-10-29, MIN @ MEM
2014-2015,81,C.J. Wilcox,24,3,66,376,50,135,19,57,13,16,6,31,30,15,4,18,30,132,0.37,0.333,0.813,5.7,2.0,0.5,0.5,0.2,0.1,2014-12-03,LAC vs. ORL
2014-2015,82,James Young,19,4,95,812,77,210,38,137,27,48,19,96,28,24,5,15,58,219,0.367,0.277,0.563,8.5,2.3,1.0,0.3,0.3,0.1,2014-11-01,BOS @ HOU
2015-2016,1,Cliff Alexander,20,1,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,0.5,,,4.5,1.3,0.8,0.0,0.1,0.3,2015-11-15, POR @ CHO
2015-2016,2,Justin Anderson,22,6,242,3280,454,1106,159,545,217,280,141,621,184,105,80,141,291,1284,0.41,0.292,0.775,13.6,5.3,2.6,0.8,0.4,0.3,2015-10-28, DAL @ PHO
2015-2016,3,Thanasis Antetokounmpo,23,6,198,1520,200,393,9,63,72,136,128,307,115,55,31,107,208,481,0.509,0.143,0.529,7.7,2.4,1.6,0.6,0.3,0.2,2016-01-29, NYK vs. PHO
2015-2016,4,Keith Appling,23,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,0.25,0.0,1.0,5.4,1.2,0.2,0.2,0.2,0.0,2016-01-18, ORL @ ATL
2015-2016,5,Nemanja Bjelica,27,7,449,9172,1279,2746,498,1296,356,469,486,2051,826,288,184,459,1058,3412,0.466,0.384,0.759,20.4,7.6,4.6,1.8,0.6,0.4,2015-10-28, MIN @ LAL
2015-2016,6,Devin Booker,19,10,622,21242,5290,11418,1306,3662,3250,3727,376,2503,3148,537,183,1871,1831,15136,0.463,0.357,0.872,34.2,24.3,4.0,5.1,0.9,0.3,2015-10-28, PHO vs. DAL
2015-2016,7,Anthony Brown,23,3,41,762,58,177,28,98,17,20,17,103,28,19,6,21,49,161,0.328,0.286,0.85,18.6,3.9,2.5,0.7,0.5,0.1,2015-10-30, LAL @ SAC
2015-2016,8,Willie Cauley-Stein,22,7,422,9276,1552,2853,6,32,565,923,694,2470,598,350,335,384,974,3675,0.544,0.188,0.612,22.0,8.7,5.9,1.4,0.8,0.8,2015-10-28, SAC vs. LAC
2015-2016,9,Rakeem Christmas,24,2,30,225,21,45,0,0,21,29,27,57,4,3,6,8,38,63,0.467,,0.724,7.5,2.1,1.9,0.1,0.1,0.2,2016-04-13, IND @ MIL
2015-2016,10,Coty Clarke,23,1,3,6,2,4,2,2,0,0,0,1,0,0,0,1,0,6,0.5,1.0,,2.0,2.0,0.3,0.0,0.0,0.0,2016-03-15, BOS @ IND
2015-2016,11,Pat Connaughton,23,10,569,11091,1252,2883,668,1876,265,343,395,1959,785,277,153,316,672,3437,0.434,0.356,0.773,19.5,6.0,3.4,1.4,0.5,0.3,2015-10-30, POR @ PHO
2015-2016,12,Branden Dawson,22,1,6,29,2,5,0,0,1,1,2,4,0,0,1,0,2,5,0.4,,1.0,4.8,0.8,0.7,0.0,0.0,0.2,2015-12-28, LAC @ WAS
2015-2016,13,Bryce Dejean-Jones,23,1,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,0.406,0.375,0.524,19.9,5.6,3.4,1.1,0.7,0.1,2016-01-21, NOP vs. DET
2015-2016,14,Sam Dekker,21,5,201,3097,451,944,89,309,103,170,191,607,160,101,37,98,201,1094,0.478,0.288,0.606,15.4,5.4,3.0,0.8,0.5,0.2,2015-10-28, HOU vs. DEN
2015-2016,15,Duje Dukan,24,1,1,24,2,10,2,5,0,0,2,4,1,1,0,0,2,6,0.2,0.4,,24.0,6.0,4.0,1.0,1.0,0.0,2016-04-13, SAC @ HOU
2015-2016,16,Jarell Eddie,24,3,34,218,26,86,19,65,16,17,3,31,5,7,1,2,6,87,0.302,0.292,0.941,6.4,2.6,0.9,0.1,0.2,0.0,2015-12-26, WAS @ BRK
2015-2016,17,Cristiano Felício,23,6,252,3554,431,754,0,14,216,321,381,992,183,72,50,155,358,1078,0.572,0.0,0.673,14.1,4.3,3.9,0.7,0.3,0.2,2015-11-09,CHI @ PHI
2015-2016,18,Jerian Grant,23,5,279,4998,593,1442,174,539,332,431,92,530,805,205,33,274,411,1692,0.411,0.323,0.77,17.9,6.1,1.9,2.9,0.7,0.1,2015-10-28, NYK @ MIL
2015-2016,19,Montrezl Harrell,22,8,515,10545,2506,4050,9,83,1199,1807,930,2588,675,269,404,550,1058,6220,0.619,0.108,0.664,20.5,12.1,5.0,1.3,0.5,0.8,2015-10-28, HOU vs. DEN
2015-2016,20,Aaron Harrison,21,3,35,343,24,92,12,55,19,31,8,42,16,15,2,7,39,79,0.261,0.218,0.613,9.8,2.3,1.2,0.5,0.4,0.1,2015-11-20, CHO vs. PHI
2015-2016,21,Mario Hezonja,20,5,330,6107,854,2047,266,833,310,382,147,1026,415,243,80,371,549,2284,0.417,0.319,0.812,18.5,6.9,3.1,1.3,0.7,0.2,2015-10-28, ORL vs. WAS
2015-2016,22,Darrun Hilliard,22,3,91,859,104,276,31,102,56,75,7,85,71,22,3,51,74,295,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.2,0.0,2015-11-23, DET @ MIL
2015-2016,23,Rondae Hollis-Jefferson,21,6,305,6759,1004,2238,44,208,708,963,440,1684,579,278,162,392,620,2760,0.449,0.212,0.735,22.2,9.0,5.5,1.9,0.9,0.5,2015-10-28, BRK vs. CHI
2015-2016,24,Richaun Holmes,22,10,461,8846,1630,2705,49,180,637,854,794,2434,437,234,428,387,1154,3946,0.603,0.272,0.746,19.2,8.6,5.3,0.9,0.5,0.9,2015-10-28, PHI @ BOS
2015-2016,25,Marcelo Huertas,32,2,76,1106,122,298,20,80,36,46,20,114,234,36,9,99,92,300,0.409,0.25,0.783,14.6,3.9,1.5,3.1,0.5,0.1,2015-10-28, LAL vs. MIN
2015-2016,26,Josh Huestis,24,3,76,1068,71,205,39,125,6,25,48,180,23,16,48,29,85,187,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.2,0.6,2016-03-24, OKC vs. UTA
2015-2016,27,R.J. Hunter,22,4,45,395,49,132,26,88,9,11,3,46,19,18,4,13,39,133,0.371,0.295,0.818,8.8,3.0,1.0,0.4,0.4,0.1,2015-11-04,BOS @ IND
2015-2016,28,Damien Inglis,20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,0.351,0.231,0.875,7.8,1.8,1.6,0.5,0.3,0.2,2015-10-28, MIL vs. NYK
2015-2016,29,Stanley Johnson,19,8,449,8879,1028,2630,340,1114,410,548,253,1404,679,383,106,480,871,2806,0.391,0.305,0.748,19.8,6.2,3.1,1.5,0.9,0.2,2015-10-27, DET @ ATL
2015-2016,30,Nikola Jokić,20,10,695,21822,5689,10202,720,2019,2670,3233,1860,7514,4862,858,505,2022,1876,14768,0.558,0.357,0.826,31.4,21.2,10.8,7.0,1.2,0.7,2015-10-28, DEN @ HOU
2015-2016,31,Tyus Jones,19,10,625,13024,1840,4117,583,1565,457,561,165,1240,2761,625,59,490,483,4720,0.447,0.373,0.815,20.8,7.6,2.0,4.4,1.0,0.1,2015-11-10, MIN vs. CHO
2015-2016,32,Frank Kaminsky,22,8,413,8160,1306,3034,428,1226,590,791,300,1579,651,174,146,314,609,3630,0.43,0.349,0.746,19.8,8.8,3.8,1.6,0.4,0.4,2015-10-28, CHO @ MIA
2015-2016,33,Sasha Kaun,30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,0.529,,0.455,3.8,0.9,1.0,0.1,0.2,0.2,2015-10-28, CLE @ MEM
2015-2016,34,Kevon Looney,19,10,545,9527,1166,2007,10,60,410,676,1173,3102,875,276,291,326,1203,2752,0.581,0.167,0.607,17.5,5.0,5.7,1.6,0.5,0.5,2016-01-27, GSW vs. DAL
2015-2016,35,Trey Lyles,20,10,599,10975,1648,3735,587,1692,699,939,519,2581,632,229,217,488,857,4582,0.441,0.347,0.744,18.3,7.6,4.3,1.1,0.4,0.4,2015-10-28, UTA @ DET
2015-2016,36,Boban Marjanović,27,9,331,2882,700,1211,10,42,425,558,402,1189,154,60,96,210,344,1835,0.578,0.238,0.762,8.7,5.5,3.6,0.5,0.2,0.3,2015-10-30, SAS vs. BRK
2015-2016,37,Jarell Martin,21,4,184,2927,376,867,63,182,183,239,189,639,114,67,73,144,411,998,0.434,0.346,0.766,15.9,5.4,3.5,0.6,0.4,0.4,2015-12-18, MEM @ DAL
2015-2016,38,T.J. McConnell,23,10,652,14005,2215,4269,160,462,373,477,355,1924,3292,800,120,1057,929,4963,0.519,0.346,0.782,21.5,7.6,3.0,5.0,1.2,0.2,2015-10-28, PHI @ BOS
2015-2016,39,Chris McCullough,20,3,59,532,78,183,15,49,23,42,41,112,15,30,19,20,54,194,0.426,0.306,0.548,9.0,3.3,1.9,0.3,0.5,0.3,2016-02-08,BRK vs. DEN
2015-2016,40,Jordan McRae,24,4,123,1696,302,724,83,234,159,206,34,225,167,45,30,87,147,846,0.417,0.355,0.772,13.8,6.9,1.8,1.4,0.4,0.2,2016-01-29, PHO @ NYK
2015-2016,41,Salah Mejri,29,4,204,2430,280,464,12,41,121,205,259,808,94,72,190,123,382,693,0.603,0.293,0.59,11.9,3.4,4.0,0.5,0.4,0.9,2015-10-28, DAL @ PHO
2015-2016,42,Jordan Mickey,21,3,64,482,62,138,2,17,26,43,37,128,17,9,27,28,53,152,0.449,0.118,0.605,7.5,2.4,2.0,0.3,0.1,0.4,2015-10-28, BOS vs. PHI
2015-2016,43,Luis Montero,22,2,14,50,5,20,1,9,3,4,0,6,1,0,0,6,1,14,0.25,0.111,0.75,3.6,1.0,0.4,0.1,0.0,0.0,2015-10-30, POR @ PHO
2015-2016,44,Emmanuel Mudiay,19,6,302,7187,1222,3051,276,855,579,778,138,884,1143,215,88,670,492,3299,0.401,0.323,0.744,23.8,10.9,2.9,3.8,0.7,0.3,2015-10-28, DEN @ HOU
2015-2016,45,Xavier Munford,23,2,20,265,33,83,9,25,8,16,4,32,26,14,3,17,29,83,0.398,0.36,0.5,13.3,4.2,1.6,1.3,0.7,0.2,2016-03-17, MEM @ MIL
2015-2016,46,Larry Nance Jr.,23,10,532,12289,1681,3103,223,635,503,722,992,3264,993,610,258,492,1128,4088,0.542,0.351,0.697,23.1,7.7,6.1,1.9,1.1,0.5,2015-11-06,LAL @ BRK
2015-2016,47,Raul Neto,23,8,435,6765,935,2041,258,714,342,421,96,658,913,279,34,398,569,2470,0.458,0.361,0.812,15.6,5.7,1.5,2.1,0.6,0.1,2015-10-28, UTA @ DET
2015-2016,48,J.J. O'Brien,23,1,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,,,3.0,0.0,0.5,0.0,0.5,0.0,2016-01-16, UTA vs. LAL
2015-2016,49,Jahlil Okafor,20,6,247,4827,1092,2016,6,27,376,556,377,1169,225,73,195,347,515,2566,0.542,0.222,0.676,19.5,10.4,4.7,0.9,0.3,0.8,2015-10-28, PHI @ BOS
2015-2016,50,Kelly Oubre Jr.,20,10,618,16389,2924,6720,942,2883,1295,1725,640,2794,672,622,307,678,1617,8085,0.435,0.327,0.751,26.5,13.1,4.5,1.1,1.0,0.5,2015-10-30, WAS @ MIL
2015-2016,51,Lamar Patterson,24,2,40,435,31,95,13,55,18,25,5,57,45,10,2,27,51,93,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.3,0.1,2015-10-27, ATL vs. DET
2015-2016,52,Cameron Payne,21,10,424,7598,1277,3021,486,1306,316,383,126,882,1383,275,89,485,731,3356,0.423,0.372,0.825,17.9,7.9,2.1,3.3,0.6,0.2,2015-11-01,OKC vs. DEN
2015-2016,53,Tibor Pleiß,26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,0.44,0.0,1.0,6.8,2.0,1.3,0.2,0.1,0.2,2015-10-30, UTA @ PHI
2015-2016,54,Bobby Portis,20,10,629,14241,3021,6305,701,1826,709,935,1189,4458,786,373,236,687,1208,7452,0.479,0.384,0.758,22.6,11.8,7.1,1.2,0.6,0.4,2015-11-03,CHI @ CHO
2015-2016,55,Kristaps Porziņģis,20,9,465,14369,3218,7004,861,2389,1846,2223,810,3651,837,340,855,787,1392,9143,0.459,0.36,0.83,30.9,19.7,7.9,1.8,0.7,1.8,2015-10-28, NYK @ MIL
2015-2016,56,Norman Powell,22,10,576,13596,2545,5419,952,2383,1249,1509,205,1515,865,454,156,704,1065,7291,0.47,0.399,0.828,23.6,12.7,2.6,1.5,0.8,0.3,2015-11-01,TOR vs. MIL
2015-2016,57,Willie Reed,25,3,152,1885,319,539,2,6,111,198,213,575,46,33,99,66,240,751,0.592,0.333,0.561,12.4,4.9,3.8,0.3,0.2,0.7,2015-12-04,BRK @ NYK
2015-2016,58,Josh Richardson,22,10,554,15815,2327,5433,873,2405,854,1009,378,1685,1463,566,297,732,1230,6381,0.428,0.363,0.846,28.5,11.5,3.0,2.6,1.0,0.5,2015-11-05,MIA @ MIN
2015-2016,59,Terry Rozier,21,10,622,17296,3202,7629,1305,3560,1111,1341,413,2453,2232,591,158,851,930,8820,0.42,0.367,0.828,27.8,14.2,3.9,3.6,1.0,0.3,2015-10-28, BOS vs. PHI
2015-2016,60,D'Angelo Russell,19,10,595,17914,3767,8774,1510,4102,1394,1755,289,2019,3408,631,187,1581,1132,10438,0.429,0.368,0.794,30.1,17.5,3.4,5.7,1.1,0.3,2015-10-28, LAL vs. MIN
2015-2016,61,Jonathon Simmons,26,4,258,5298,786,1774,145,457,425,562,124,621,483,158,61,343,513,2142,0.443,0.317,0.756,20.5,8.3,2.4,1.9,0.6,0.2,2015-11-14, SAS vs. PHI
2015-2016,62,Alex Stepheson,28,1,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,0.333,,0.333,9.1,2.8,3.5,0.3,0.1,0.6,2016-02-20, LAC vs. GSW
2015-2016,63,Edy Tavares,23,2,13,101,15,24,0,0,3,11,11,32,4,1,12,7,11,33,0.625,,0.273,7.8,2.5,2.5,0.3,0.1,0.9,2015-10-29, ATL @ NYK
2015-2016,64,Axel Toupane,23,3,33,413,34,90,15,46,18,24,8,38,19,10,10,6,52,101,0.378,0.326,0.75,12.5,3.1,1.2,0.6,0.3,0.3,2016-03-04,DEN vs. BRK
2015-2016,65,Karl-Anthony Towns,20,10,596,20236,5024,9593,1028,2572,2617,3121,1657,6528,1889,473,745,1608,2027,13693,0.524,0.4,0.839,34.0,23.0,11.0,3.2,0.8,1.3,2015-10-28, MIN @ LAL
2015-2016,66,Myles Turner,19,10,594,17039,3076,6148,649,1814,1468,1909,845,4047,741,405,1316,847,1773,8269,0.5,0.358,0.769,28.7,13.9,6.8,1.2,0.7,2.2,2015-10-29, IND vs. MEM
2015-2016,67,Rashad Vaughn,19,3,139,1671,161,478,83,265,18,26,18,158,75,53,29,48,120,423,0.337,0.313,0.692,12.0,3.0,1.1,0.5,0.4,0.2,2015-10-28, MIL vs. NYK
2015-2016,68,Briante Weber,23,3,45,611,58,142,5,26,22,30,24,86,64,39,9,32,56,143,0.408,0.192,0.733,13.6,3.2,1.9,1.4,0.9,0.2,2016-03-11, MEM vs. NOP
2015-2016,69,Alan Williams,23,4,67,872,163,322,0,2,87,139,115,371,39,37,38,51,155,413,0.506,0.0,0.626,13.0,6.2,5.5,0.6,0.6,0.6,2016-03-17, PHO @ UTA
2015-2016,70,Justise Winslow,19,8,344,8905,1121,2718,229,728,358,561,364,1760,889,307,137,500,794,2829,0.412,0.315,0.638,25.9,8.2,5.1,2.6,0.9,0.4,2015-10-28, MIA vs. CHO
2015-2016,71,Christian Wood,20,8,339,7858,1671,3252,415,1117,860,1239,460,2366,469,183,295,487,637,4617,0.514,0.372,0.694,23.2,13.6,7.0,1.4,0.5,0.9,2015-10-28, PHI @ BOS
2015-2016,72,Delon Wright,23,10,526,10827,1309,2916,351,998,610,761,410,1617,1588,633,182,463,548,3579,0.449,0.352,0.802,20.6,6.8,3.1,3.0,1.2,0.3,2015-11-01,TOR vs. MIL
2015-2016,73,Joe Young,23,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,0.393,0.296,0.768,8.5,3.4,1.0,0.9,0.3,0.0,2015-10-28, IND @ TOR
2016-2017,1,Álex Abrines,23,3,174,2777,305,789,219,595,95,108,49,248,88,92,22,72,291,924,0.387,0.368,0.88,16.0,5.3,1.4,0.5,0.5,0.1,2016-10-26, OKC @ PHI
2016-2017,2,Ron Baker,23,3,96,1394,106,296,35,132,53,75,18,139,169,66,15,79,125,300,0.358,0.265,0.707,14.5,3.1,1.4,1.8,0.7,0.2,2016-10-25, NYK @ CLE
2016-2017,3,Wade Baldwin,20,3,56,579,60,169,9,36,45,58,14,69,78,21,10,57,63,174,0.355,0.25,0.776,10.3,3.1,1.2,1.4,0.4,0.2,2016-10-26, MEM vs. MIN
2016-2017,4,Malik Beasley,20,9,522,12183,2111,4961,1226,3175,358,451,218,1479,699,333,63,419,688,5806,0.426,0.386,0.794,23.3,11.1,2.8,1.3,0.6,0.1,2016-11-05,DEN @ DET
2016-2017,5,DeAndre' Bembry,22,6,296,5670,720,1519,106,375,204,334,185,950,533,291,120,367,533,1750,0.474,0.283,0.611,19.2,5.9,3.2,1.8,1.0,0.4,2016-10-27, ATL vs. WAS
2016-2017,6,Dragan Bender,19,4,187,3755,373,934,183,567,85,130,113,720,237,54,106,202,372,1014,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.3,0.6,2016-10-26, PHO vs. SAC
2016-2017,7,Ben Bentil,21,1,3,10,0,3,0,1,0,0,0,2,0,0,0,1,1,0,0.0,0.0,,3.3,0.0,0.7,0.0,0.0,0.0,2017-03-01,DAL @ ATL
2016-2017,8,Dāvis Bertāns,24,8,475,8546,1186,2810,885,2234,404,468,147,1159,448,205,167,250,770,3661,0.422,0.396,0.863,18.0,7.7,2.4,0.9,0.4,0.4,2016-10-25, SAS @ GSW
2016-2017,9,Joel Bolomboy,23,2,18,91,12,22,1,5,6,12,10,27,2,3,2,4,4,31,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.2,0.1,2016-10-30, UTA @ LAC
2016-2017,10,Malcolm Brogdon,24,9,448,13131,2542,5472,743,1905,1069,1225,351,1865,2081,361,106,765,835,6896,0.465,0.39,0.873,29.3,15.4,4.2,4.6,0.8,0.2,2016-10-26, MIL vs. CHO
2016-2017,11,Jaylen Brown,20,9,560,17023,3951,8255,1078,2973,1547,2141,553,2963,1396,561,216,1168,1416,10527,0.479,0.363,0.723,30.4,18.8,5.3,2.5,1.0,0.4,2016-10-26, BOS vs. BRK
2016-2017,12,Nicolás Brussino,23,2,58,531,52,143,29,97,17,22,26,98,47,17,8,26,43,150,0.364,0.299,0.773,9.2,2.6,1.7,0.8,0.3,0.1,2016-10-26, DAL @ IND
2016-2017,13,Marquese Chriss,19,6,292,5338,830,1822,161,555,385,577,362,1366,298,187,227,348,738,2206,0.456,0.29,0.667,18.3,7.6,4.7,1.0,0.6,0.8,2016-10-26, PHO vs. SAC
2016-2017,14,Semaj Christon,24,1,64,973,77,223,12,63,17,31,19,87,130,28,7,43,79,183,0.345,0.19,0.548,15.2,2.9,1.4,2.0,0.4,0.1,2016-10-26, OKC @ PHI
2016-2017,15,Quinn Cook,23,5,188,2652,479,1039,180,441,62,78,46,314,298,52,7,135,201,1200,0.461,0.408,0.795,14.1,6.4,1.7,1.6,0.3,0.0,2017-02-27, DAL vs. MIA
2016-2017,16,Deyonta Davis,20,3,107,1299,200,334,0,1,54,85,105,346,47,21,61,43,177,454,0.599,0.0,0.635,12.1,4.2,3.2,0.4,0.2,0.6,2016-10-26, MEM vs. MIN
2016-2017,17,Malcolm Delaney,27,2,127,2262,254,673,72,234,149,185,19,223,356,74,7,161,194,729,0.377,0.308,0.805,17.8,5.7,1.8,2.8,0.6,0.1,2016-10-27, ATL vs. WAS
2016-2017,18,Cheick Diallo,20,5,183,2186,401,673,2,7,154,199,179,759,78,56,73,117,273,958,0.596,0.286,0.774,11.9,5.2,4.1,0.4,0.3,0.4,2016-10-29, NOP @ SAS
2016-2017,19,Kris Dunn,22,9,359,8300,1150,2631,211,654,303,413,177,1199,1473,514,151,587,985,2814,0.437,0.323,0.734,23.1,7.8,3.3,4.1,1.4,0.4,2016-10-26, MIN @ MEM
2016-2017,20,Henry Ellenson,20,5,83,787,121,326,49,146,51,66,28,206,49,13,3,41,63,342,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.2,0.0,2016-10-26, DET @ TOR
2016-2017,21,Joel Embiid,22,9,439,14009,4016,7992,513,1516,3648,4411,981,4878,1596,399,726,1505,1342,12193,0.503,0.338,0.827,31.9,27.8,11.1,3.6,0.9,1.7,2016-10-26, PHI vs. OKC
2016-2017,22,Kay Felder,21,2,58,526,83,228,11,41,46,61,6,59,78,21,8,46,49,223,0.364,0.268,0.754,9.1,3.8,1.0,1.3,0.4,0.1,2016-10-29, CLE vs. ORL
2016-2017,23,Yogi Ferrell,23,5,259,5212,723,1721,289,791,259,310,70,537,601,167,29,219,356,1994,0.42,0.365,0.835,20.1,7.7,2.1,2.3,0.6,0.1,2016-11-09,BRK @ NYK
2016-2017,24,Dorian Finney-Smith,23,9,545,15199,1663,3811,834,2322,388,539,831,2498,790,444,252,474,1198,4548,0.436,0.359,0.72,27.9,8.3,4.6,1.4,0.8,0.5,2016-10-26, DAL @ IND
2016-2017,25,Bryn Forbes,23,7,431,8582,1359,3119,720,1757,338,409,69,718,523,163,14,297,594,3776,0.436,0.41,0.826,19.9,8.8,1.7,1.2,0.4,0.0,2016-10-25, SAS @ GSW
2016-2017,26,Patricio Garino,23,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,0.0,0.0,,8.6,0.0,1.4,0.0,0.0,0.0,2017-04-04,ORL @ CLE
2016-2017,27,Michael Gbinije,24,1,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,0.1,0.0,1.0,3.6,0.4,0.3,0.2,0.0,0.0,2016-10-26, DET @ TOR
2016-2017,28,Marcus Georges-Hunt,22,2,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,0.418,0.294,0.71,5.8,1.6,0.5,0.2,0.1,0.0,2017-04-04,ORL @ CLE
2016-2017,29,Jonathan Gibson,29,2,21,271,49,118,21,57,21,29,1,25,30,8,0,24,26,140,0.415,0.368,0.724,12.9,6.7,1.2,1.4,0.4,0.0,2016-11-18, DAL vs. MEM
