Season,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2019-20,24,MIN,NBA,PF,37,0,646,87,206,.422,31,94,.330,56,112,.500,.498,46,65,.708,21,89,110,30,17,20,14,36,Keita Bates-Diop
2019-20,24,DEN,NBA,SF,7,0,98,13,28,.464,3,9,.333,10,19,.526,.518,8,10,.800,4,13,17,0,2,4,3,7,Keita Bates-Diop
2020-21,25,SAS,NBA,SF,30,0,245,30,67,.448,5,17,.294,25,50,.500,.485,14,21,.667,9,40,49,12,11,5,7,11,Keita Bates-Diop
2021-22,26,SAS,NBA,SF,59,14,957,136,263,.517,17,55,.309,119,208,.572,.549,46,61,.754,62,169,231,41,27,14,45,61,Keita Bates-Diop
2022-23,27,SAS,NBA,PF,67,42,1452,236,465,.508,56,142,.394,180,323,.557,.568,119,150,.793,65,183,248,103,46,20,56,63,Keita Bates-Diop
2023-24,28,2TM,NBA,SF,53,8,665,72,166,.434,21,69,.304,51,97,.526,.497,32,42,.762,31,79,110,38,25,22,15,35,Keita Bates-Diop
2023-24,28,PHO,NBA,SF,39,8,597,64,150,.427,20,64,.313,44,86,.512,.493,26,36,.722,30,71,101,34,22,20,13,33,Keita Bates-Diop
2023-24,28,BRK,NBA,SF,14,0,68,8,16,.500,1,5,.200,7,11,.636,.531,6,6,1.000,1,8,9,4,3,2,2,2,Keita Bates-Diop
2024-25,23,TOR,NBA,SF,28,0,391,59,124,.476,39,93,.419,20,31,.645,.633,12,14,.857,16,38,54,28,4,4,11,34,Jamison Battle
2008-09,20,POR,NBA,SF,79,76,1454,161,361,.446,62,168,.369,99,193,.513,.532,42,52,.808,84,136,220,74,50,40,50,139,Nicolas Batum
2009-10,21,POR,NBA,SF,37,25,918,139,268,.519,54,132,.409,85,136,.625,.619,43,51,.843,32,109,141,44,24,25,27,83,Nicolas Batum
2010-11,22,POR,NBA,SF,80,67,2522,367,807,.455,118,342,.345,249,465,.535,.528,138,164,.841,109,252,361,123,68,49,83,194,Nicolas Batum
2011-12,23,POR,NBA,SF,59,34,1791,289,641,.451,107,274,.391,182,367,.496,.534,133,159,.836,81,190,271,84,57,60,90,105,Nicolas Batum
2012-13,24,POR,NBA,SF,73,73,2807,352,833,.423,165,444,.372,187,389,.481,.522,178,210,.848,97,315,412,360,91,83,190,139,Nicolas Batum
2013-14,25,POR,NBA,SF,82,82,2956,381,819,.465,145,402,.361,236,417,.566,.554,163,203,.803,116,495,611,420,75,57,208,156,Nicolas Batum
2014-15,26,POR,NBA,SF,71,71,2380,240,600,.400,100,309,.324,140,291,.481,.483,84,98,.857,62,354,416,341,78,40,132,106,Nicolas Batum
2015-16,27,CHO,NBA,SF,70,70,2448,372,873,.426,139,399,.348,233,474,.492,.506,163,192,.849,55,373,428,403,65,43,205,114,Nicolas Batum
2016-17,28,CHO,NBA,SG,77,77,2617,393,975,.403,135,405,.333,258,570,.453,.472,243,284,.856,46,435,481,456,86,29,194,109,Nicolas Batum
2017-18,29,CHO,NBA,SG,64,64,1981,270,650,.415,92,274,.336,178,376,.473,.486,108,130,.831,57,249,306,349,65,23,131,72,Nicolas Batum
2018-19,30,CHO,NBA,SF,75,72,2354,253,562,.450,116,298,.389,137,264,.519,.553,77,89,.865,71,319,390,247,71,43,117,140,Nicolas Batum
2019-20,31,CHO,NBA,SF,22,3,505,28,81,.346,14,49,.286,14,32,.438,.432,9,10,.900,25,75,100,66,17,8,22,41,Nicolas Batum
2020-21,32,LAC,NBA,SF,67,38,1835,191,412,.464,110,272,.404,81,140,.579,.597,48,58,.828,50,266,316,148,69,37,53,102,Nicolas Batum
2021-22,33,LAC,NBA,PF,59,54,1463,179,387,.463,108,270,.400,71,117,.607,.602,25,38,.658,29,225,254,100,58,42,40,80,Nicolas Batum
2022-23,34,LAC,NBA,PF,78,19,1709,160,381,.420,124,317,.391,36,64,.563,.583,34,48,.708,62,237,299,121,54,44,50,149,Nicolas Batum
2023-24,35,2TM,NBA,PF,60,38,1529,116,256,.453,73,185,.395,43,71,.606,.596,15,21,.714,70,178,248,128,48,38,40,109,Nicolas Batum
2023-24,35,LAC,NBA,PF,3,0,54,3,8,.375,2,7,.286,1,1,1.000,.500,0,0,,0,7,7,5,3,4,1,5,Nicolas Batum
2023-24,35,PHI,NBA,PF,57,38,1475,113,248,.456,71,178,.399,42,70,.600,.599,15,21,.714,70,171,241,123,45,34,39,104,Nicolas Batum
2024-25,36,LAC,NBA,PF,31,1,573,37,96,.385,30,78,.385,7,18,.389,.542,10,13,.769,21,65,86,50,15,14,17,43,Nicolas Batum
2012-13,23,GSW,NBA,SG,61,0,267,43,116,.371,10,34,.294,33,82,.402,.414,27,44,.614,5,17,22,22,17,4,18,27,Kent Bazemore
2013-14,24,2TM,NBA,SG,67,15,911,147,343,.429,43,128,.336,104,215,.484,.491,66,109,.606,10,107,117,91,43,13,79,102,Kent Bazemore
2013-14,24,GSW,NBA,SG,44,0,268,36,97,.371,10,39,.256,26,58,.448,.423,19,36,.528,5,35,40,20,12,6,28,42,Kent Bazemore
2013-14,24,LAL,NBA,SG,23,15,643,111,246,.451,33,89,.371,78,157,.497,.518,47,73,.644,5,72,77,71,31,7,51,60,Kent Bazemore
2014-15,25,ATL,NBA,SG,75,10,1324,141,331,.426,48,132,.364,93,199,.467,.498,60,100,.600,21,201,222,78,52,33,73,127,Kent Bazemore
2015-16,26,ATL,NBA,SF,75,68,2083,320,725,.441,109,305,.357,211,420,.502,.517,123,151,.815,28,351,379,171,98,38,138,176,Kent Bazemore
2016-17,27,ATL,NBA,SF,73,64,1963,295,721,.409,92,266,.346,203,455,.446,.473,119,168,.708,45,186,231,177,91,52,125,165,Kent Bazemore
2017-18,28,ATL,NBA,SG,65,65,1789,284,676,.420,108,274,.394,176,402,.438,.500,160,201,.796,25,223,248,228,100,45,157,147,Kent Bazemore
2018-19,29,ATL,NBA,SG,67,35,1643,278,691,.402,96,300,.320,182,391,.465,.472,127,175,.726,37,224,261,152,89,42,121,170,Kent Bazemore
2019-20,30,2TM,NBA,SF,68,21,1688,200,534,.375,84,244,.344,116,290,.400,.453,113,147,.769,27,267,294,93,74,40,91,196,Kent Bazemore
2019-20,30,POR,NBA,SF,43,21,1111,113,326,.347,56,171,.327,57,155,.368,.433,58,72,.806,13,159,172,61,45,31,60,121,Kent Bazemore
2019-20,30,SAC,NBA,SF,25,0,577,87,208,.418,28,73,.384,59,135,.437,.486,55,75,.733,14,108,122,32,29,9,31,75,Kent Bazemore
2020-21,31,GSW,NBA,SF,67,18,1333,176,392,.449,75,184,.408,101,208,.486,.545,54,78,.692,26,203,229,108,69,33,82,158,Kent Bazemore
2021-22,32,LAL,NBA,SF,39,14,545,45,139,.324,29,80,.363,16,59,.271,.428,13,17,.765,13,56,69,34,25,9,21,70,Kent Bazemore
2019-20,19,OKC,NBA,PF,61,9,1130,125,317,.394,49,141,.348,76,176,.432,.472,43,62,.694,30,216,246,41,23,41,45,55,Darius Bazley
2020-21,20,OKC,NBA,PF,55,55,1714,273,690,.396,83,286,.290,190,404,.470,.456,125,178,.702,51,345,396,99,29,25,122,60,Darius Bazley
2021-22,21,OKC,NBA,PF,69,53,1924,274,649,.422,80,269,.297,194,380,.511,.484,117,170,.688,71,365,436,97,58,70,90,68,Darius Bazley
2022-23,22,2TM,NBA,C,43,1,616,83,183,.454,20,53,.377,63,130,.485,.508,38,70,.543,34,104,138,38,22,34,27,44,Darius Bazley
2022-23,22,OKC,NBA,C,36,1,555,71,158,.449,18,45,.400,53,113,.469,.506,36,65,.554,29,93,122,32,19,29,22,35,Darius Bazley
2022-23,22,PHO,NBA,C,7,0,61,12,25,.480,2,8,.250,10,17,.588,.520,2,5,.400,5,11,16,6,3,5,5,9,Darius Bazley
2023-24,23,2TM,NBA,PF,9,0,152,18,30,.600,2,8,.250,16,22,.727,.633,10,12,.833,8,20,28,7,6,7,8,3,Darius Bazley
2023-24,23,PHI,NBA,PF,3,0,10,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,2,0,0,1,0,Darius Bazley
2023-24,23,UTA,NBA,PF,6,0,142,18,29,.621,2,8,.250,16,21,.762,.655,10,12,.833,8,19,27,5,6,7,7,3,Darius Bazley
2012-13,19,WAS,NBA,SG,56,46,1745,282,687,.410,91,236,.386,191,451,.424,.477,125,159,.786,43,168,211,137,50,29,90,113,Bradley Beal
2013-14,20,WAS,NBA,SG,73,73,2530,481,1149,.419,138,343,.402,343,806,.426,.479,149,189,.788,54,219,273,243,71,18,128,153,Bradley Beal
2014-15,21,WAS,NBA,SG,63,59,2107,363,851,.427,106,259,.409,257,592,.434,.489,130,166,.783,57,184,241,194,76,18,123,136,Bradley Beal
2015-16,22,WAS,NBA,SG,55,35,1708,359,799,.449,105,271,.387,254,528,.481,.515,135,176,.767,41,147,188,162,54,11,112,117,Bradley Beal
2016-17,23,WAS,NBA,SG,77,77,2684,637,1322,.482,223,552,.404,414,770,.538,.566,282,342,.825,53,187,240,267,83,21,156,169,Bradley Beal
2017-18,24,WAS,NBA,SG,82,82,2977,683,1484,.460,199,530,.375,484,954,.507,.527,292,369,.791,61,302,363,373,96,36,214,160,Bradley Beal
2018-19,25,WAS,NBA,SG,82,82,3028,764,1609,.475,209,596,.351,555,1013,.548,.540,362,448,.808,89,322,411,448,121,58,224,226,Bradley Beal
2019-20,26,WAS,NBA,SG,57,57,2053,593,1303,.455,170,481,.353,423,822,.515,.520,385,457,.842,52,190,242,347,71,23,194,126,Bradley Beal
2020-21,27,WAS,NBA,SG,60,60,2147,670,1382,.485,130,373,.349,540,1009,.535,.532,408,459,.889,72,211,283,265,69,22,187,140,Bradley Beal
2021-22,28,WAS,NBA,SG,40,40,1439,348,771,.451,63,210,.300,285,561,.508,.492,169,203,.833,38,151,189,265,36,15,135,95,Bradley Beal
2022-23,29,WAS,NBA,SG,50,50,1673,444,878,.506,80,219,.365,364,659,.552,.551,192,228,.842,41,155,196,271,45,33,145,107,Bradley Beal
2023-24,30,PHO,NBA,SG,53,53,1767,377,735,.513,101,235,.430,276,500,.552,.582,109,134,.813,54,178,232,265,52,27,131,127,Bradley Beal
2024-25,31,PHO,NBA,SG,20,20,683,144,292,.493,45,115,.391,99,177,.559,.570,37,48,.771,15,61,76,64,24,14,48,56,Bradley Beal
2016-17,20,DEN,NBA,SG,22,1,165,33,73,.452,9,28,.321,24,45,.533,.514,8,10,.800,5,12,17,11,7,0,8,10,Malik Beasley
2017-18,21,DEN,NBA,SG,62,0,583,73,178,.410,28,82,.341,45,96,.469,.489,22,33,.667,14,57,71,31,15,7,24,36,Malik Beasley
2018-19,22,DEN,NBA,SG,81,18,1879,349,737,.474,163,405,.402,186,332,.560,.584,56,66,.848,35,165,200,97,55,10,55,116,Malik Beasley
2019-20,23,2TM,NBA,SG,55,14,1209,227,534,.425,107,276,.388,120,258,.465,.525,54,66,.818,18,130,148,75,40,8,57,77,Malik Beasley
2019-20,23,DEN,NBA,SG,41,0,746,117,301,.389,58,161,.360,59,140,.421,.485,33,38,.868,9,68,77,48,31,6,36,50,Malik Beasley
2019-20,23,MIN,NBA,SG,14,14,463,110,233,.472,49,115,.426,61,118,.517,.577,21,28,.750,9,62,71,27,9,2,21,27,Malik Beasley
2020-21,24,MIN,NBA,SG,37,36,1214,264,600,.440,128,321,.399,136,279,.487,.547,68,80,.850,28,134,162,88,30,7,60,62,Malik Beasley
2021-22,25,MIN,NBA,SG,79,18,1976,332,850,.391,240,637,.377,92,213,.432,.532,49,60,.817,26,201,227,116,43,12,43,88,Malik Beasley
2022-23,26,2TM,NBA,SG,81,27,2093,370,937,.395,235,658,.357,135,279,.484,.520,50,65,.769,35,248,283,124,65,9,90,107,Malik Beasley
2022-23,26,UTA,NBA,SG,55,13,1472,265,669,.396,169,471,.359,96,198,.485,.522,37,44,.841,27,170,197,93,44,8,60,75,Malik Beasley
2022-23,26,LAL,NBA,SG,26,14,621,105,268,.392,66,187,.353,39,81,.481,.515,13,21,.619,8,78,86,31,21,1,30,32,Malik Beasley
2023-24,27,MIL,NBA,SG,79,77,2337,320,722,.443,224,542,.413,96,180,.533,.598,25,35,.714,41,249,290,108,59,9,54,158,Malik Beasley
2024-25,28,DET,NBA,SG,31,8,882,182,420,.433,122,290,.421,60,130,.462,.579,33,46,.717,17,78,95,59,25,2,32,40,Malik Beasley
2022-23,22,MIL,NBA,SF,52,11,701,96,243,.395,47,142,.331,49,101,.485,.492,27,37,.730,38,77,115,35,21,7,45,71,MarJon Beauchamp
2023-24,23,MIL,NBA,SF,48,1,608,81,166,.488,30,75,.400,51,91,.560,.578,19,28,.679,22,77,99,31,13,7,27,54,MarJon Beauchamp
2024-25,24,MIL,NBA,SF,14,0,53,9,22,.409,3,11,.273,6,11,.545,.477,5,6,.833,2,11,13,2,1,0,11,4,MarJon Beauchamp
2024-25,23,2TM,NBA,PG,6,0,23,1,4,.250,0,2,.000,1,2,.500,.250,0,0,1,0,1,2,1,0,2,3,2,Reece Beekman
2024-25,23,GSW,NBA,PG,2,0,4,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,1,0,1,1,1,0,0,1,2,Reece Beekman
2024-25,23,BRK,NBA,PG,4,0,19,0,3,.000,0,2,.000,0,1,.000,.000,0,0,0,0,0,1,0,0,2,2,0,Reece Beekman
2017-18,23,GSW,NBA,C,57,13,809,116,185,.627,0,4,.000,116,181,.641,.627,30,44,.682,60,147,207,102,35,56,51,92,Jordan Bell
2018-19,24,GSW,NBA,C,68,3,788,99,192,.516,0,2,.000,99,190,.521,.516,25,41,.610,55,129,184,76,20,51,42,80,Jordan Bell
2019-20,25,2TM,NBA,C,29,0,256,35,67,.522,4,12,.333,31,55,.564,.552,19,31,.613,30,51,81,16,3,10,21,19,Jordan Bell
2019-20,25,MIN,NBA,C,27,0,235,32,60,.533,2,9,.222,30,51,.588,.550,17,29,.586,28,50,78,14,2,10,18,17,Jordan Bell
2019-20,25,MEM,NBA,C,2,0,21,3,7,.429,2,3,.667,1,4,.250,.571,2,2,1.000,2,1,3,2,1,0,3,2,Jordan Bell
2020-21,26,2TM,NBA,C,6,1,82,7,22,.318,0,2,.000,7,20,.350,.318,1,2,.500,7,17,24,7,3,5,4,7,Jordan Bell
2020-21,26,WAS,NBA,C,5,1,67,7,20,.350,0,2,.000,7,18,.389,.350,0,0,,6,13,19,5,3,3,3,5,Jordan Bell
2020-21,26,GSW,NBA,C,1,0,15,0,2,.000,0,0,,0,2,.000,.000,1,2,.500,1,4,5,2,0,2,1,2,Jordan Bell
2021-22,27,CHI,NBA,C,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,Jordan Bell
2016-17,22,ATL,NBA,SF,38,1,371,47,98,.480,1,18,.056,46,80,.575,.485,6,16,.375,14,45,59,28,8,5,16,21,DeAndre' Bembry
2017-18,23,ATL,NBA,SF,26,3,455,53,128,.414,11,30,.367,42,98,.429,.457,19,33,.576,8,64,72,49,21,12,47,38,DeAndre' Bembry
2018-19,24,ATL,NBA,SG,82,15,1931,275,616,.446,50,173,.289,225,443,.508,.487,87,136,.640,54,304,358,202,105,41,142,190,DeAndre' Bembry
2019-20,25,ATL,NBA,SG,43,4,915,104,228,.456,15,65,.231,89,163,.546,.489,26,48,.542,34,118,152,81,55,19,60,84,DeAndre' Bembry
2020-21,26,TOR,NBA,SF,51,12,972,117,228,.513,14,53,.264,103,175,.589,.544,45,66,.682,33,113,146,107,53,18,71,87,DeAndre' Bembry
2021-22,27,2TM,NBA,SF,56,20,1026,124,221,.561,15,36,.417,109,185,.589,.595,21,35,.600,42,121,163,66,49,25,31,113,DeAndre' Bembry
2021-22,27,BRK,NBA,SF,48,20,949,121,213,.568,15,36,.417,106,177,.599,.603,21,35,.600,38,114,152,60,47,25,30,104,DeAndre' Bembry
2021-22,27,MIL,NBA,SF,8,0,77,3,8,.375,0,0,,3,8,.375,.375,0,0,,4,7,11,6,2,0,1,9,DeAndre' Bembry
2023-24,24,WAS,NBA,SG,19,0,149,29,64,.453,11,29,.379,18,35,.514,.539,5,9,.556,10,16,26,16,3,1,8,14,Jules Bernard
2016-17,24,SAS,NBA,PF,67,6,808,103,234,.440,69,173,.399,34,61,.557,.588,28,34,.824,22,76,98,46,20,28,32,75,Dāvis Bertāns
2017-18,25,SAS,NBA,PF,77,10,1086,161,366,.440,94,252,.373,67,114,.588,.568,40,49,.816,18,135,153,74,26,28,36,93,Dāvis Bertāns
2018-19,26,SAS,NBA,PF,76,12,1632,204,453,.450,145,338,.429,59,115,.513,.610,53,60,.883,23,241,264,100,35,33,43,133,Dāvis Bertāns
2019-20,27,WAS,NBA,PF,54,4,1583,265,610,.434,200,472,.424,65,138,.471,.598,104,122,.852,35,210,245,92,37,33,59,139,Dāvis Bertāns
2020-21,28,WAS,NBA,PF,57,7,1464,193,478,.404,169,428,.395,24,50,.480,.581,100,115,.870,18,150,168,49,33,13,33,136,Dāvis Bertāns
2021-22,29,2TM,NBA,PF,56,0,807,99,275,.360,77,230,.335,22,45,.489,.500,36,40,.900,12,105,117,31,17,12,19,85,Dāvis Bertāns
2021-22,29,WAS,NBA,PF,34,0,501,60,171,.351,46,144,.319,14,27,.519,.485,28,30,.933,6,55,61,16,11,6,14,55,Dāvis Bertāns
2021-22,29,DAL,NBA,PF,22,0,306,39,104,.375,31,86,.360,8,18,.444,.524,8,10,.800,6,50,56,15,6,6,5,30,Dāvis Bertāns
2022-23,30,DAL,NBA,PF,45,1,492,69,160,.431,55,141,.390,14,19,.737,.603,13,15,.867,10,43,53,21,11,8,10,53,Dāvis Bertāns
2023-24,31,2TM,NBA,PF,43,1,674,92,234,.393,76,200,.380,16,34,.471,.556,30,33,.909,9,52,61,35,26,12,18,56,Dāvis Bertāns
2023-24,31,OKC,NBA,PF,15,0,91,10,26,.385,10,24,.417,0,2,.000,.577,14,15,.933,2,8,10,9,3,3,1,10,Dāvis Bertāns
2023-24,31,CHO,NBA,PF,28,1,583,82,208,.394,66,176,.375,16,32,.500,.553,16,18,.889,7,44,51,26,23,9,17,46,Dāvis Bertāns
2012-13,24,HOU,NBA,PG,41,0,713,79,189,.418,36,96,.375,43,93,.462,.513,34,41,.829,45,64,109,117,37,21,44,83,Patrick Beverley
2013-14,25,HOU,NBA,PG,56,55,1751,199,481,.414,92,255,.361,107,226,.473,.509,83,102,.814,72,124,196,151,77,23,66,174,Patrick Beverley
2014-15,26,HOU,NBA,PG,56,55,1727,204,532,.383,115,323,.356,89,209,.426,.492,45,60,.750,67,170,237,192,59,23,83,182,Patrick Beverley
2015-16,27,HOU,NBA,PG,71,63,2041,258,594,.434,124,310,.400,134,284,.472,.539,60,88,.682,73,177,250,239,94,26,91,234,Patrick Beverley
2016-17,28,HOU,NBA,SG,67,67,2058,228,543,.420,110,288,.382,118,255,.463,.521,73,95,.768,95,298,393,281,99,25,100,222,Patrick Beverley
2017-18,29,LAC,NBA,SG,11,11,334,48,119,.403,24,60,.400,24,59,.407,.504,14,17,.824,16,29,45,32,19,5,25,34,Patrick Beverley
2018-19,30,LAC,NBA,PG,78,49,2137,194,477,.407,112,282,.397,82,195,.421,.524,96,123,.780,76,312,388,300,67,43,85,265,Patrick Beverley
2019-20,31,LAC,NBA,PG,51,50,1342,147,341,.431,80,206,.388,67,135,.496,.548,31,47,.660,57,209,266,183,54,25,66,156,Patrick Beverley
